name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
Speak Your Legacy Inc.,Speak Your Legacy Inc.,(631) 505-0576,http://speakyourlegacyny.com/,,631) 505-0576,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Speak Your Legacy Inc.,Speech pathologist,,No address or coordinates found
"Christin M. Rantinella, MS CCC-SLP Speech Pathologist, Speech therapy suffolk county","353 Randall Rd, Ridge, NY 11961",(631) 255-1969,,,631) 255-1969,Speech pathologist,"353 Randall Rd, Ridge, NY 11961",353 Randall Rd,Ridge,NY,11961,40.909533,-72.883318,🆕 Newly geocoded,,,,,,"Christin M. Rantinella, MS CCC-SLP Speech Pathologist, Speech therapy suffolk county",Speech pathologist,,
Theralympic Speech Therapy,"624 Hawkins Ave, Lake Ronkonkoma, NY 11779",(631) 240-3579,http://www.theralympicspeech.com/,,631) 240-3579,Medical clinic,"624 Hawkins Ave, Lake Ronkonkoma, NY 11779",624 Hawkins Ave,Lake Ronkonkoma,NY,11779,40.830349,-73.10918,🆕 Newly geocoded,,,,,,Theralympic Speech Therapy,Medical clinic,,
Look Who's Talkin' Speech Language Therapy,"239 Boyle Rd Suite 2, Selden, NY 11784",(631) 312-7633,http://www.lwtspeechlanguagetherapy.com/,,631) 312-7633,Speech pathologist,"239 Boyle Rd Suite 2, Selden, NY 11784",239 Boyle Rd Suite 2,Selden,NY,11784,40.880783,-73.051471,🆕 Newly geocoded,,,,,,Look Who's Talkin' Speech Language Therapy,Speech pathologist,,
Long Island Speech,"213 Hallock Rd # 6, Stony Brook, NY 11790",(631) 689-6858,https://www.lispeech.com/,,631) 689-6858,Medical clinic,"213 Hallock Rd # 6, Stony Brook, NY 11790",213 Hallock Rd # 6,Stony Brook,NY,11790,40.875439,-73.122181,🆕 Newly geocoded,,,,,,Long Island Speech,Medical clinic,,
Eastern Suffolk Speech and Language Pathology PC,"4 Montauk Hwy, Westhampton, NY 11977",(631) 998-0368,http://easternsuffolkspeech.com/,,631) 998-0368,Speech pathologist,"4 Montauk Hwy, Westhampton, NY 11977",4 Montauk Hwy,Westhampton,NY,11977,40.822766,-72.651698,🆕 Newly geocoded,,,,,,Eastern Suffolk Speech and Language Pathology PC,Speech pathologist,,
South Shore Speech Language Pathology,"440 Waverly Ave bldg 4 ste 2, Patchogue, NY 11772",(631) 730-8653,https://southshorespeechandswallowing.com/,,631) 730-8653,Speech pathologist,"440 Waverly Ave bldg 4 ste 2, Patchogue, NY 11772",440 Waverly Ave bldg 4 ste 2,Patchogue,NY,11772,40.779184,-73.033627,🆕 Newly geocoded,,,,,,South Shore Speech Language Pathology,Speech pathologist,,
Speech Therapy For All PC,"1491 Broadway Ave Suite B, Holbrook, NY 11741",(631) 908-5125,https://www.speechtherapyforall.com/,,631) 908-5125,Speech pathologist,"1491 Broadway Ave Suite B, Holbrook, NY 11741",1491 Broadway Ave Suite B,Holbrook,NY,11741,40.802136,-73.068813,🆕 Newly geocoded,,,,,,Speech Therapy For All PC,Speech pathologist,,
Long Island Speech,"2410 N Ocean Ave Suite 202, Farmingville, NY 11738",(631) 346-3334,https://www.lispeech.com/,,631) 346-3334,Speech pathologist,"2410 N Ocean Ave Suite 202, Farmingville, NY 11738",2410 N Ocean Ave Suite 202,Farmingville,NY,11738,40.82832,-73.019883,🆕 Newly geocoded,,,,,,Long Island Speech,Speech pathologist,,
Caryn Gluick MA CCC SLP,"28 N Country Rd Suite 101F, Mt Sinai, NY 11766",(631) 707-5890,http://www.suffolklanguagetherapy.com/,,631) 707-5890,Speech pathologist,"28 N Country Rd Suite 101F, Mt Sinai, NY 11766",28 N Country Rd Suite 101F,Mt Sinai,NY,11766,40.93844,-73.035089,🆕 Newly geocoded,,,,,,Caryn Gluick MA CCC SLP,Speech pathologist,,
Speech Therapy For All PC,"450 William Floyd Pkwy Suite B, Shirley, NY 11967",(631) 503-0108,https://www.speechtherapyforall.com/,,631) 503-0108,Speech pathologist,"450 William Floyd Pkwy Suite B, Shirley, NY 11967",450 William Floyd Pkwy Suite B,Shirley,NY,11967,40.78479,-72.86439,🆕 Newly geocoded,,,,,,Speech Therapy For All PC,Speech pathologist,,
The Speech Language Place,"207 Hallock Rd # 6, Stony Brook, NY 11790",(631) 751-3838,http://www.speechlanguageplace.com/,,631) 751-3838,Speech pathologist,"207 Hallock Rd # 6, Stony Brook, NY 11790",207 Hallock Rd # 6,Stony Brook,NY,11790,40.874926,-73.123398,🆕 Newly geocoded,,,,,,The Speech Language Place,Speech pathologist,,
Manorville Speech *NOW IN HAUPPAUGE*,"111 Smithtown Bypass Suite 205, Hauppauge, NY 11788",(631) 325-7755,http://www.manorvillespeech.com/,,631) 325-7755,Speech pathologist,"111 Smithtown Bypass Suite 205, Hauppauge, NY 11788",111 Smithtown Bypass Suite 205,Hauppauge,NY,11788,40.825901,-73.20644,🆕 Newly geocoded,,,,,,Manorville Speech *NOW IN HAUPPAUGE*,Speech pathologist,,
Bee Bright Therapy with Wordwise Speech Foundation,"375 Commack Rd Suite 211, Deer Park, NY 11729",(631) 509-2780,http://www.wordwisespeech.com/,,631) 509-2780,Speech pathologist,"375 Commack Rd Suite 211, Deer Park, NY 11729",375 Commack Rd Suite 211,Deer Park,NY,11729,40.759496,-73.313129,🆕 Newly geocoded,,,,,,Bee Bright Therapy with Wordwise Speech Foundation,Speech pathologist,,
Little Angels Center,"235 Blue Point Ave, Blue Point, NY 11715",(631) 363-5794,https://littleangelscenter.com/,,631) 363-5794,Speech pathologist,"235 Blue Point Ave, Blue Point, NY 11715",235 Blue Point Ave,Blue Point,NY,11715,40.7519,-73.03733,🆕 Newly geocoded,,,,,,Little Angels Center,Speech pathologist,,
Little Angels Center,"732 Smithtown Bypass # 303, Smithtown, NY 11787",(631) 319-3350,https://littleangelscenter.com/,,631) 319-3350,Speech pathologist,"732 Smithtown Bypass # 303, Smithtown, NY 11787",732 Smithtown Bypass # 303,Smithtown,NY,11787,40.850301,-73.166048,🆕 Newly geocoded,,,,,,Little Angels Center,Speech pathologist,,
Long Island Speech,"1500 William Floyd Pkwy Suite 302, East Yaphank, NY 11967",(631) 775-8203,https://www.lispeech.com/,,631) 775-8203,Speech pathologist,"1500 William Floyd Pkwy Suite 302, East Yaphank, NY 11967",1500 William Floyd Pkwy Suite 302,East Yaphank,NY,11967,40.836859,-72.896597,🆕 Newly geocoded,,,,,,Long Island Speech,Speech pathologist,,
Speech and Feeding Kids,"943 Post Rd E # A, Westport, CT 06880",(203) 767-3934,https://speechandfeedingkids.com/,,203) 767-3934,Speech pathologist,"943 Post Rd E # A, Westport, CT 06880",943 Post Rd E # A,Westport,CT,06880,41.138759,-73.332531,🆕 Newly geocoded,,,,,,Speech and Feeding Kids,Speech pathologist,,
Janine Stiene,"215 Hallock Rd Ste 6B, Stony Brook, NY 11790",(631) 689-6858,https://www.lispeech.com/about/,,631) 689-6858,Speech pathologist,"215 Hallock Rd Ste 6B, Stony Brook, NY 11790",215 Hallock Rd Ste 6B,Stony Brook,NY,11790,40.875681,-73.121601,🆕 Newly geocoded,,,,,,Janine Stiene,Speech pathologist,,
"Children's Therapy Services, Inc.","7000 W 121st St #110, Overland Park, KS 66209",(913) 912-2174,http://www.childrenstherapycts.com/,,913) 912-2174,Speech pathologist,"7000 W 121st St #110, Overland Park, KS 66209",7000 W 121st St #110,Overland Park,KS,66209,38.909068,-94.666633,🆕 Newly geocoded,,,,,,"Children's Therapy Services, Inc.",Speech pathologist,,
Bilingual Speech Therapy of Kansas LLC,"1999 N Amidon Ave #110, Wichita, KS 67203",(316) 768-6718,http://www.bstkansas.com/,,316) 768-6718,Speech pathologist,"1999 N Amidon Ave #110, Wichita, KS 67203",1999 N Amidon Ave #110,Wichita,KS,67203,37.719223,-97.363617,🆕 Newly geocoded,,,,,,Bilingual Speech Therapy of Kansas LLC,Speech pathologist,,
New Heights Therapy,"4911 Legends Dr, Lawrence, KS 66049",(785) 831-3053,https://www.newheightstherapy.co/,,785) 831-3053,Speech pathologist,"4911 Legends Dr, Lawrence, KS 66049",4911 Legends Dr,Lawrence,KS,66049,38.962203,-95.308666,🆕 Newly geocoded,,,,,,New Heights Therapy,Speech pathologist,,
Super Speech Therapy,"11242 Strang Line Rd, Lenexa, KS 66215",(913) 343-1505,http://www.superspeechkc.com/,,913) 343-1505,Speech pathologist,"11242 Strang Line Rd, Lenexa, KS 66215",11242 Strang Line Rd,Lenexa,KS,11242,38.924312,-94.75586,🆕 Newly geocoded,,,,,,Super Speech Therapy,Speech pathologist,,
Speech Solutions,"616 Vermont St Suite B, Lawrence, KS 66044",(785) 550-7481,https://www.speechsolutions.co/,,785) 550-7481,Speech pathologist,"616 Vermont St Suite B, Lawrence, KS 66044",616 Vermont St Suite B,Lawrence,KS,66044,38.972607,-95.236834,🆕 Newly geocoded,,,,,,Speech Solutions,Speech pathologist,,
Bringing Therapy Home,"8575 W 110th St Suite 306, Overland Park, KS 66210",(913) 754-6643,http://www.bringingtherapyhome.com/,,913) 754-6643,Speech pathologist,"8575 W 110th St Suite 306, Overland Park, KS 66210",8575 W 110th St Suite 306,Overland Park,KS,66210,38.928665,-94.682422,🆕 Newly geocoded,,,,,,Bringing Therapy Home,Speech pathologist,,
"Playabilities - Leawood Clinic - Pediatric Occupational, Physical and Speech therapy","3715 W 133rd St, Leawood, KS 66209",(913) 213-3531,https://playabilities.org/pediatric-therapy-services-in-leawood/,,913) 213-3531,Speech pathologist,"3715 W 133rd St, Leawood, KS 66209",3715 W 133rd St,Leawood,KS,66209,38.885738,-94.627652,🆕 Newly geocoded,,,,,,"Playabilities - Leawood Clinic - Pediatric Occupational, Physical and Speech therapy",Speech pathologist,,
Sweet Talk LLC,"231 N West St, Wichita, KS 67212",(316) 650-8528,http://www.sweettalkllc.com/,,316) 650-8528,Speech pathologist,"231 N West St, Wichita, KS 67212",231 N West St,Wichita,KS,67212,37.686902,-97.389818,🆕 Newly geocoded,,,,,,Sweet Talk LLC,Speech pathologist,,
Living Words Speech Therapy Center,"940 N Tyler Rd suite 101, Wichita, KS 67212",(316) 247-0553,https://www.livingwordsspeechtherapycenter.com/,,316) 247-0553,Speech pathologist,"940 N Tyler Rd suite 101, Wichita, KS 67212",940 N Tyler Rd suite 101,Wichita,KS,67212,37.698953,-97.443869,🆕 Newly geocoded,,,,,,Living Words Speech Therapy Center,Speech pathologist,,
Freedom to Speak Stuttering Therapy,"7927 Floyd St, Overland Park, KS 66204",(913) 444-9933,http://www.freedomtospeaktherapy.com/,,913) 444-9933,Speech pathologist,"7927 Floyd St, Overland Park, KS 66204",7927 Floyd St,Overland Park,KS,66204,38.984946,-94.66856,🆕 Newly geocoded,,,,,,Freedom to Speak Stuttering Therapy,Speech pathologist,,
Kansas City Speech Professionals,"11111 Nall Ave # 222, Leawood, KS 66211",(913) 890-3757,https://www.kcspros.com/,,913) 890-3757,Speech pathologist,"11111 Nall Ave # 222, Leawood, KS 66211",11111 Nall Ave # 222,Leawood,KS,11111,38.926029,-94.648307,🆕 Newly geocoded,,,,,,Kansas City Speech Professionals,Speech pathologist,,
"Children's Therapy Services, Inc","5427 Johnson Dr, Mission, KS 66205",(913) 912-2174,http://www.childrenstherapycts.com/,,913) 912-2174,Speech pathologist,"5427 Johnson Dr, Mission, KS 66205",5427 Johnson Dr,Mission,KS,66205,39.0222,-94.648152,🆕 Newly geocoded,,,,,,"Children's Therapy Services, Inc",Speech pathologist,,
"Sheri L. Becker, MA, CCC-SLP","920 SW Lane St #200, Topeka, KS 66606",(785) 233-0500,http://www.topekaent.com/,,785) 233-0500,Speech pathologist,"920 SW Lane St #200, Topeka, KS 66606",920 SW Lane St #200,Topeka,KS,66606,39.05129,-95.693561,🆕 Newly geocoded,,,,,,"Sheri L. Becker, MA, CCC-SLP",Speech pathologist,,
Communication Station,"8010 Parallel Pkwy, Kansas City, KS 66112",(913) 703-4037,http://www.communicationstationkc.com/,,913) 703-4037,Speech pathologist,"8010 Parallel Pkwy, Kansas City, KS 66112",8010 Parallel Pkwy,Kansas City,KS,66112,39.128768,-94.764885,🆕 Newly geocoded,,,,,,Communication Station,Speech pathologist,,
"TheraPlay Spot Pediatric Occupational, Physical, and Speech Therapy","423 N McLean Blvd, Wichita, KS 67203",(316) 618-1252,https://theraplayspot.com/,,316) 618-1252,Speech pathologist,"423 N McLean Blvd, Wichita, KS 67203",423 N McLean Blvd,Wichita,KS,67203,37.690897,-97.355082,🆕 Newly geocoded,,,,,,"TheraPlay Spot Pediatric Occupational, Physical, and Speech Therapy",Speech pathologist,,
S.L.R. Speech Therapy Services,"128 S Chestnut St Suite C, Olathe, KS 66061",(913) 488-3678,https://www.slrspeech.com/,,913) 488-3678,Speech pathologist,"128 S Chestnut St Suite C, Olathe, KS 66061",128 S Chestnut St Suite C,Olathe,KS,66061,38.88096,-94.81805,🆕 Newly geocoded,,,,,,S.L.R. Speech Therapy Services,Speech pathologist,,
"Playabilities - Prairie Village Clinic - Pediatric Occupational, Physical and Speech therapy","8340 Mission Rd, Prairie Village, KS 66206",(913) 213-3531,https://playabilities.org/pediatric-therapy-services-in-prairie-village/,,913) 213-3531,Speech pathologist,"8340 Mission Rd, Prairie Village, KS 66206",8340 Mission Rd,Prairie Village,KS,66206,38.97745,-94.631284,🆕 Newly geocoded,,,,,,"Playabilities - Prairie Village Clinic - Pediatric Occupational, Physical and Speech therapy",Speech pathologist,,
New Heights Therapy,"2835 SW Mission Woods Dr Suite D, Topeka, KS 66614",(785) 831-3053,https://www.newheightstherapy.co/,,785) 831-3053,Speech pathologist,"2835 SW Mission Woods Dr Suite D, Topeka, KS 66614",2835 SW Mission Woods Dr Suite D,Topeka,KS,66614,39.01605,-95.779469,🆕 Newly geocoded,,,,,,New Heights Therapy,Speech pathologist,,
"Speech, Language and Literacy, LLC","1720 N Webb Rd Suite 110, Wichita, KS 67206",(316) 204-1608,http://speechlanguageliteracyict.com/,,316) 204-1608,Speech pathologist,"1720 N Webb Rd Suite 110, Wichita, KS 67206",1720 N Webb Rd Suite 110,Wichita,KS,67206,37.715252,-97.225198,🆕 Newly geocoded,,,,,,"Speech, Language and Literacy, LLC",Speech pathologist,,
Kansas City Developmental Therapies,"3795 W 95th St, Overland Park, KS 66206",(913) 286-0422,http://kc-dt.com/,,913) 286-0422,Medical clinic,"3795 W 95th St, Overland Park, KS 66206",3795 W 95th St,Overland Park,KS,66206,38.956159,-94.629069,🆕 Newly geocoded,,,,,,Kansas City Developmental Therapies,Medical clinic,,
Kentucky Therapy Solutions - Lexington,"1795 Alysheba Way #2102, Lexington, KY 40509",(859) 203-4878,https://www.kentuckytherapysolutions.com/,,859) 203-4878,Speech pathologist,"1795 Alysheba Way #2102, Lexington, KY 40509",1795 Alysheba Way #2102,Lexington,KY,40509,38.01712,-84.423385,🆕 Newly geocoded,,,,,,Kentucky Therapy Solutions - Lexington,Speech pathologist,,
Marshall Pediatric Therapy - Richmond,"1013 Center Dr, Richmond, KY 40475",(859) 444-5330,https://marshallpediatrictherapy.com/locations/richmond,,859) 444-5330,Speech pathologist,"1013 Center Dr, Richmond, KY 40475",1013 Center Dr,Richmond,KY,40475,37.732418,-84.27141,🆕 Newly geocoded,,,,,,Marshall Pediatric Therapy - Richmond,Speech pathologist,,
Milestone Makers LLC,Milestone Makers LLC,Milestone Makers LLC,http://www.milestonemakers.org/,,,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Milestone Makers LLC,Speech pathologist,,No address or coordinates found
Bloom Speech Therapy,"15 Sterling Ave, Mt Sterling, KY 40353",(859) 398-6422,http://www.bloomspeechtherapy.com/,,859) 398-6422,Speech pathologist,"15 Sterling Ave, Mt Sterling, KY 40353",15 Sterling Ave,Mt Sterling,KY,40353,38.06219,-83.9465,🆕 Newly geocoded,,,,,,Bloom Speech Therapy,Speech pathologist,,
"NKY Speech & Language Services, LLC","1515 Cavalry Dr #202, Florence, KY 41042",(859) 534-0057,http://nkysals.com/,,859) 534-0057,Speech pathologist,"1515 Cavalry Dr #202, Florence, KY 41042",1515 Cavalry Dr #202,Florence,KY,41042,38.967325,-84.668183,🆕 Newly geocoded,,,,,,"NKY Speech & Language Services, LLC",Speech pathologist,,
New Beginnings Pediatric Therapy,"116 Meridian Way STE 8, Richmond, KY 40475",(859) 353-8382,http://newbeginningspediatrictherapy.com/,,859) 353-8382,Speech pathologist,"116 Meridian Way STE 8, Richmond, KY 40475",116 Meridian Way STE 8,Richmond,KY,40475,37.735223,-84.335096,🆕 Newly geocoded,,,,,,New Beginnings Pediatric Therapy,Speech pathologist,,
Triad Speech Therapy,"105 Lyndon Ln Suite 105, Louisville, KY 40222",(502) 373-2540,https://triadspeechtherapy.com/,,502) 373-2540,Speech pathologist,"105 Lyndon Ln Suite 105, Louisville, KY 40222",105 Lyndon Ln Suite 105,Louisville,KY,40222,38.248908,-85.598559,🆕 Newly geocoded,,,,,,Triad Speech Therapy,Speech pathologist,,
Marshall Pediatric Therapy - Lexington,"3499 Blazer Pkwy Ste 170, Lexington, KY 40509",(859) 327-3033,https://marshallpediatrictherapy.com/locations/lexington,,859) 327-3033,Speech pathologist,"3499 Blazer Pkwy Ste 170, Lexington, KY 40509",3499 Blazer Pkwy Ste 170,Lexington,KY,40509,38.001465,-84.434031,🆕 Newly geocoded,,,,,,Marshall Pediatric Therapy - Lexington,Speech pathologist,,
Associates in Pediatric Therapy - Lexington,"261 Ruccio Way # 190, Lexington, KY 40503",(859) 279-0252,https://kidtherapy.org/locations/lexington-pediatric-therapy/,,859) 279-0252,Speech pathologist,"261 Ruccio Way # 190, Lexington, KY 40503",261 Ruccio Way # 190,Lexington,KY,40503,37.997712,-84.52972,🆕 Newly geocoded,,,,,,Associates in Pediatric Therapy - Lexington,Speech pathologist,,
"KTL, Physical, Occupational & Speech Therapy","18 N Ft Thomas Ave #302, Fort Thomas, KY 41075",(859) 441-0139,http://ktltherapy.com/,,859) 441-0139,Speech pathologist,"18 N Ft Thomas Ave #302, Fort Thomas, KY 41075",18 N Ft Thomas Ave #302,Fort Thomas,KY,41075,39.079264,-84.448211,🆕 Newly geocoded,,,,,,"KTL, Physical, Occupational & Speech Therapy",Speech pathologist,,
Associates in Pediatric Therapy - Louisville,"11840 Commonwealth Dr, Louisville, KY 40299",(502) 203-1918,https://kidtherapy.org/locations/louisville-pediatric-therapy/,,502) 203-1918,Speech pathologist,"11840 Commonwealth Dr, Louisville, KY 40299",11840 Commonwealth Dr,Louisville,KY,11840,38.214143,-85.536964,🆕 Newly geocoded,,,,,,Associates in Pediatric Therapy - Louisville,Speech pathologist,,
"Dailey Speech Therapy, LLC","128 E Pike St, Cynthiana, KY 41031",(859) 534-8206,https://daileyspeechtherapy.clientsecure.me/,,859) 534-8206,Speech pathologist,"128 E Pike St, Cynthiana, KY 41031",128 E Pike St,Cynthiana,KY,41031,38.389159,-84.296632,🆕 Newly geocoded,,,,,,"Dailey Speech Therapy, LLC",Speech pathologist,,
The Reading Company,"952 Fairview Ave # 4, Bowling Green, KY 42101",(270) 938-0101,https://www.thereadingcompanybg.com/,,270) 938-0101,Speech pathologist,"952 Fairview Ave # 4, Bowling Green, KY 42101",952 Fairview Ave # 4,Bowling Green,KY,42101,36.991092,-86.429394,🆕 Newly geocoded,,,,,,The Reading Company,Speech pathologist,,
Louisville Therapy Group,"9400 Dayflower St, Prospect, KY 40059",(502) 501-6789,https://louisvilletherapygroup.com/,,502) 501-6789,Speech pathologist,"9400 Dayflower St, Prospect, KY 40059",9400 Dayflower St,Prospect,KY,40059,38.32047,-85.5669,🆕 Newly geocoded,,,,,,Louisville Therapy Group,Speech pathologist,,
Associates in Pediatric Therapy - Shepherdsville,"1707 Cedar Grove Rd Suite 5-7, Shepherdsville, KY 40165",(502) 203-1354,https://kidtherapy.org/locations/bullitt-pediatric-therapy/,,502) 203-1354,Speech pathologist,"1707 Cedar Grove Rd Suite 5-7, Shepherdsville, KY 40165",1707 Cedar Grove Rd Suite 5-7,Shepherdsville,KY,40165,37.977918,-85.682027,🆕 Newly geocoded,,,,,,Associates in Pediatric Therapy - Shepherdsville,Speech pathologist,,
Feeding Foundations Speech Therapy,"202 W 7th St Suite 203, London, KY 40741",(606) 224-3400,https://www.facebook.com/profile.php?id=61558717809881&mibextid=LQQJ4d,,606) 224-3400,Speech pathologist,"202 W 7th St Suite 203, London, KY 40741",202 W 7th St Suite 203,London,KY,40741,37.129211,-84.085457,🆕 Newly geocoded,,,,,,Feeding Foundations Speech Therapy,Speech pathologist,,
"Bluegrass Therapy Group, LLC","1471 Twilight Trail Ste A, Frankfort, KY 40601",(502) 234-5584,http://www.bluegrasstherapygroup.com/,,502) 234-5584,Speech pathologist,"1471 Twilight Trail Ste A, Frankfort, KY 40601",1471 Twilight Trail Ste A,Frankfort,KY,40601,38.157803,-84.902091,🆕 Newly geocoded,,,,,,"Bluegrass Therapy Group, LLC",Speech pathologist,,
